light_id,x_coordinate,y_coordinate
supercalifragilisticexpealidigital:2-251,86.5,91
supercalifragilisticexpealidigital:2-252,86.5,90
supercalifragilisticexpealidigital:2-253,86.5,89
supercalifragilisticexpealidigital:2-254,86.5,88
supercalifragilisticexpealidigital:2-255,86.5,87
supercalifragilisticexpealidigital:2-256,86.5,86
supercalifragilisticexpealidigital:2-257,86.5,85
supercalifragilisticexpealidigital:2-258,86.5,84
supercalifragilisticexpealidigital:2-259,86.5,83
supercalifragilisticexpealidigital:2-260,86.5,82
supercalifragilisticexpealidigital:2-261,86.5,81
supercalifragilisticexpealidigital:2-262,86.5,80
supercalifragilisticexpealidigital:2-263,86.5,79
supercalifragilisticexpealidigital:2-264,86.5,78
supercalifragilisticexpealidigital:2-265,86.5,77
supercalifragilisticexpealidigital:2-266,86.5,76
supercalifragilisticexpealidigital:2-267,86.5,75
supercalifragilisticexpealidigital:2-268,86.5,74
supercalifragilisticexpealidigital:2-269,86.5,73
supercalifragilisticexpealidigital:2-270,86.5,72
supercalifragilisticexpealidigital:2-271,86.5,71
supercalifragilisticexpealidigital:2-272,86.5,70
supercalifragilisticexpealidigital:2-273,86.5,69
supercalifragilisticexpealidigital:2-274,86.5,68
supercalifragilisticexpealidigital:2-275,86.5,67
supercalifragilisticexpealidigital:2-276,86.5,66
supercalifragilisticexpealidigital:2-277,86.5,65
supercalifragilisticexpealidigital:2-278,86.5,64
supercalifragilisticexpealidigital:2-279,86.5,63
supercalifragilisticexpealidigital:2-280,86.5,62
supercalifragilisticexpealidigital:2-281,86.5,61
supercalifragilisticexpealidigital:2-282,86.5,60
supercalifragilisticexpealidigital:2-283,86.5,59
supercalifragilisticexpealidigital:2-284,86.5,58
supercalifragilisticexpealidigital:2-285,86.5,57
supercalifragilisticexpealidigital:2-286,86.5,56
supercalifragilisticexpealidigital:2-287,86.5,55
supercalifragilisticexpealidigital:2-288,86.5,54
supercalifragilisticexpealidigital:2-289,86.5,53
supercalifragilisticexpealidigital:2-290,86.5,52
supercalifragilisticexpealidigital:2-291,86.5,51
supercalifragilisticexpealidigital:2-292,86.5,50
supercalifragilisticexpealidigital:2-293,86.5,49
supercalifragilisticexpealidigital:2-294,86.5,48
supercalifragilisticexpealidigital:2-295,86.5,47
supercalifragilisticexpealidigital:2-296,86.5,46
supercalifragilisticexpealidigital:2-297,86.5,45
supercalifragilisticexpealidigital:2-298,86.5,44
supercalifragilisticexpealidigital:2-299,86.5,43
supercalifragilisticexpealidigital:2-300,86.5,42
supercalifragilisticexpealidigital:2-301,86.5,41
supercalifragilisticexpealidigital:2-302,86.5,40
supercalifragilisticexpealidigital:2-303,86.5,39
supercalifragilisticexpealidigital:2-304,86.5,38
supercalifragilisticexpealidigital:2-305,86.5,37
supercalifragilisticexpealidigital:2-306,86.5,36
supercalifragilisticexpealidigital:2-307,86.5,35
supercalifragilisticexpealidigital:2-308,86.5,34
supercalifragilisticexpealidigital:2-309,86.5,33
supercalifragilisticexpealidigital:2-310,86.5,32
supercalifragilisticexpealidigital:2-311,86.5,31
supercalifragilisticexpealidigital:2-312,86.5,30
supercalifragilisticexpealidigital:2-313,86.5,29
